_key,link,nutritional_info/Grasimi,nutritional_info/Valoare energetica,nutritional_info/Glucide,nutritional_info/Fibre,nutritional_info/Sodiu,nutritional_info/Proteine,nutritional_info/Grasimi saturate,Ingrediente,Alergeni
Biscuiti cu cacao si crema de vanilie 154g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Biscuiti-cu-crema/Biscuiti-cu-cacao-si-crema-de-vanilie-154g/p/6377,20 g/100 g,476 kcal/100 g,68 g/100 g,2.7 g/100 g,0.73 g/100 g,5.30 g/100 g,5.4 g/100 g,"Faina de GRAU, zahar, ulei de palmier, ulei de rapita, cacao cu continut redus de grasime 4.3%, amidon din GRAU, sirop de glucoza-fructoza, agenti de afanare: carbonati de amoniu, carbonati de potasiu, carbonati de sodiu, sare, emulsifiant (lecitina din SOIA), corector de aciditate: hidroxid de sodiu, aroma.",Contine gluten si soia. Poate contine lapte.
Croissant cu crema de vanilie si cacao 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Croissant/Croissant-cu-crema-de-vanilie-si-cacao-80g/p/73598,28 g/100 g,452 kcal/100 g,43 g/100 g,N/A,0.50 g/100 g,6 g/100 g,15 g/100 g,"Aluat: faina de GRAU, uleiuri (ulei de palmier, ulei de floarea soarelui), zahar, sirop de glucoza-fructoza, drojdie, sare iodata, stabilizator (mono- si digliceride ale acizilor grasi), vanilina, corector de aciditate (acid citric), conservanti (propionat de calciu, sorbat de potasiu). Umplutura cu cacao 14%: zahar, continut redus de grasime. Umplutura cu aroma de vanilie 14%: zahar, ulei de palmier, LAPTE praf degresat, dextroza, alcool etilic, praf de galbenus de OU, emulsifiant (esteri poliglicerici ai acizilor grasi), stabilizator (guma de celuloza), corectori de aciditate (difosfat disodic, acid fosforic), aroma de vanilie, conservant (sorbat de potasiu), lactoza (LAPTE).","Contine: gluten, lapte, oua. Fabricat intr-o unitate care utilizeaza ca materii prime arahide, alune de padure, migdale, produse din soia, susan."
Migdale coapte fara sare 200g,https://www.mega-image.ro/Dulciuri-si-snacks/Seminte-alune-si-fructe-uscate/Fistic-caju-si-migdale/Migdale-coapte-fara-sare-200g/p/58590,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chipsuri din cartofi cu gust de barbeque 140g,https://www.mega-image.ro/Dulciuri-si-snacks/Chipsuri/Alte-arome/Chipsuri-din-cartofi-cu-gust-de-barbeque-140g/p/55130,33 g/100 g,528 kcal/100 g,49 g/100 g,4.4 g/100 g,0.90 g/100 g,6.5 g/100 g,2.6 g/100 g,"Cartofi, uleiuri vegetale (floarea soarelui, rapita in proportii variabile), zahar, sare, faina de GRAU, glucoza afumata, glucoza, acidifiant (acid citric), condimente, colorant (extract de ardei rosu), arome de fum, arome, carne pe porc pudra 0.0001%, ardei iute pudra 0.00015%.",N/A
"Ou de ciocolata cu surpriza, unisex 20g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Alte-tipuri-de-ciocolata/Ou-de-ciocolata-cu-surpriza-unisex-20g/p/3927,36.2 g/100 g,552 kcal/100 g,52.3 g/100 g,N/A,0.23 g/100 g,8.1 g/100 g,22.6 g/100 g,"Ciocolata cu LAPTE 47% (zahar, LAPTE praf integral, unt de cacao, masa de cacao, emulgator lecitina (SOIA), vanilina, LAPTE praf degresat, zahar, grasimi vegetale (palmier, shea), UNT deshidratat, emulgator: lecitina (SOIA), vanilina. Substanta uscata de cacao: min.30% in ciocolata cu lapte. Total lactate: 32%.",N/A
Biscuiti cu spuma rainbow 18g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Biscuiti-cu-crema/Biscuiti-cu-spuma-rainbow-18g/p/51086,8.9 g/100 g,422 kcal/100 g,81.3 g/100 g,1.2 g/100 g,0.3 g/100 g,3.1 g/100 g,5.3 g/100 g,"Zahar, sirop de glucoza-fructoza, faina de GRAU, grasimi vegetale (palmier, floarea soarelui, bumbac, rapita), gelatina comestibila de vita, amidon, agent de afanare (carbonat acid de sodiu), sare, arome, coloranti (rosu de radacina de sfecla, riboflavin), cacao, emulsifiant (lecitina de floarea soarelui), corector de aciditate (pirofosfat acid de sodiu), conservant (METABISULFIT de sodiu), agent antiaglomerant (talc), stabilizator (guma Arabica).","Gluten, metabisulfit de sodiu. Poate contine produse lactate si opua in cantitati minime."
Baton de ciocolata cu crema de rom 30g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-de-ciocolata-cu-crema-de-rom-30g/p/28815,23.9 g/100 g,480 kcal/100 g,62.2 g/100 g,N/A,N/A,3.5 g/100 g,N/A,"Zahar, grasime vegetala hidrogenata, pudra de cacao cu continut redus de grasime, masa de cacao, sirop de glucoza, agent de umezire (sirop de sorbitol), alcool etilic rafinat, zer praf, lapte praf degresat, rom (0.1%), stabilizator (invertaza), emulgator (lecitina din soia), arome. Contine cacao (in invelis): min. 22%. Continut de alcool: max. 1.6%.",Contine lapte si soia.
Rondele de paine cu pizza 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Covrigei-si-mixuri/Rondele-de-paine-cu-pizza-80g/p/51295,15 g/100 g,451 kcal/100 g,64 g/100 g,N/A,2.7 g/100 g,14 g/100 g,6.0 g/100 g,"Faina de GRAU, ulei de palmier, condiment de pizza 4% (rosii deshidratate, dextroza, ceapa deshidratata, lactoza (LAPTE), ierburi aromatice deshidratate, aroma (contine SOIA), oregano, extract de drojdie, pudra de BRANZA, coloranti (curcumina, extract de ardei rosu), piper cayenne, ulei de rapita, ulei de maghiran, aroma de fum), sare iodata, zahar, drojdie, faina de SOIA.","Contine gluten, lapte si soia. Fabricat intr-o unitate care utilizeaza ca materii prime: oua, arahide, susan, telina."
Prajitura cu lapte 30g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Prajituri-si-rulade/Prajitura-cu-lapte-30g/p/64686,15 g/100 g,394 kcal/100 g,58.0 g/100 g,N/A,0.83 g/100 g,6.1 g/100 g,2.2 g/100 g,"Faina de grau 22.9%, zahar, sirop de glucoza-fructoza, ou, ulei de rapita, lapte praf degresat (3.7%) si integral (2.6%)*, stabilizator (gliceride de palmier, dextroza, cacao cu continut redus de grasime 1.8%, agenti de afanare (difosfat disodic, carbonat acid de sodiu), sare, emulsificatori (esteri lactici ai mono si digliceridelor cu acizi esteri poliglicerici ai acizilor grasi), concentrat de minerale din lapte, arome, agent de ingrosare (guma guar), regulator de aciditate (acid citric). Nu contine coloranti si conservanti. *echivalent lapte 60%.","Contine grau, gluten, ou, lapte. Poate contine urme de varietati similare de nuci."
Covrigei cu masline 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Covrigei-si-mixuri/Covrigei-cu-masline-100g/p/9082,16 g/100 g,360 kcal/100 g,50.2 g/100 g,N/A,1.75 g/100 g,7.2 g/100 g,N/A,"Faina alba de grau, vin alb, ulei din samburi de masline, pasta de masline negre 2.2%, sare, ulei extravirgin de masline.",Contine gluten si sulfiti. Poate contine urme de telina si susan.
Croissant cu umplutura de vanilie si capsune 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Croissant/Croissant-cu-umplutura-de-vanilie-si-capsune-80g/p/90933,24 g/100 g,429 kcal/100 g,47 g/100 g,N/A,0.4 g/100 g,5.5 g/100 g,12 g/100 g,"Aluat: faina de GRAU, uleiuri vegetale (palmier, floarea soarelui), zahar, sirop de glucoza-fructoza, drojdie, sare iodata, stabilizator (mono- si digliceride ale acizilor grasi), vanilina, corector de aciditate (acid citric), conservanti (propionat de calciu, sorbat de potasiu). Umplutura cu aroma de vanilie 14%: zahar, ulei de palmier, LAPTE praf degresat, dextroza, alcool etilic, praf de galbenus de OU, emulsifiant (esteri poliglicerici ai acizilor grasi), stabilizator (guma de celuloza), corectori de aciditate (difosfat disodic, acid fosforic), aroma de vanilie, conservant (sorbat de potasiu), LACTOZA (LAPTE). Umplutura de capsune 14%: sirop de glucoza-fructoza, capsune 30%, zahar, agent gelatinizant (pectina), corector de aciditate (acid citric), aroma naturala, conservant (Sorbat de potasiu).","Contine gluten, lapte si ou. Fabricat intr-o unitate care utilizeaza ca materii prime: arahide, alune de padure, migdale, produse din soia, susan."
Croissant cu umplutura cu aroma de vanilie si visine 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Croissant/Croissant-cu-umplutura-cu-aroma-de-vanilie-si-visine-80g/p/73599,24 g/100 g,429 kcal/100 g,47 g/100 g,N/A,0.40 g/100 g,6 g/100 g,13 g/100 g,"Aluat: faina de GRAU, uleiuri vegetale (palmier, floarea soarelui), zahar, sirop de glucoza-fructoza, drojdie, sare iodata, stabilizator (mono- si digliceride ale acizilor grasi), vanilina, corector de aciditate (acid citric), conservanti (propionat de calciu, sorbat de potasiu). Umplutura cu aroma de visine 17%: zahar, ulei de palmier, LAPTE praf degresat, dextroza, alcool etilic, praf de galbenus de OU, emulsifiant (esteri poliglicerici ai acizilor grasi), stabilizator (guma de celuloza), corectori de aciditate (difosfat disodic, acid fosforic), aroma de vanilie, conservant (sorbat de potasiu), lactoza (LAPTE). Umplutura de visine 11%: sirop de glucoza-fructoza, visine, zahar, agent gelatinizant (pectina), corector de aciditat (acid citric), aroma, conservant (sorbat de potasiu). Umplutura cu visine contine 30% visine.","Contine: gluten, lapte si oua. Fabricat intr-o unitate care utilizeaza ca materii prime: arahide, alune de padure, migdale, produse din soia, susan."
Gofre cu oua 250g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Prajituri-si-rulade/Gofre-cu-oua-250g/p/62082,26.9 g/100 g,472 kcal/100 g,49.3 g/100 g,1.5 g/100 g,0.79 g/100 g,7.7 g/100 g,11.9 g/100 g,"OUA 32%, zahar, grasime vegetala (palmier), faina de GRAU, faina de LUPIN, LAPTE praf degresat, sare de mare, emulsifiant (lecitina de floarea soarelui, aroma naturala.","Oua, grau, lapte. Poate contine urme de fructe cu coaja lemnoasa."
Pufuleti saltareti cu sare 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Snacks-uri-si-pufuleti/Pufuleti-saltareti-cu-sare-80g/p/26936,29 g/100 g,517 kcal/100 g,58 g/100 g,4.4 g/100 g,1.60 g/100 g,3.8 g/100 g,13 g/100 g,"Faina de porumb, ulei de palmier, sare 1.6%.",N/A
Prajitura cu crema de capsuni 35g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Prajituri-si-rulade/Prajitura-cu-crema-de-capsuni-35g/p/75511,22.4 g/100 g,450 kcal/100  g,53.2 g/100 g,1.3 g/100 g,0.03 g/100 g,5.9 g/100 g,N/A,"Glazura de cacao (34%), zahar, grasime vegetala hidrogenata, pudra de cacao cu continut redus de grasime 5.3%, emulsifiant (lecitina din soia, poliricinoleat de poliglicerina), aroma, faina din garu, zahar, gem capsuni 9% (zahar, sirop de glucoza, sirop de glucoza-fructoza, piure de capsuni 35%, suc de capsuni, stabilizator (pectina), acidifiant (acid citric), corector de aciditate (citrat trisodic), conservant (sorbat de potasiu), colorant (antociani)), sirop de glucoza, grasime vegetala hidrogenata, oua, sirop de glucoza-fructoza, agenti de umezire (sirop de sorbitol, glicerina), zer praf, alcool etilic rafinat, lapte praf degresat, agenti de afanare (pirofosfat acid de sodiu, bicarbonat de sodiu), emulsifiant (mono si digliceride ale acizilor grasi), pudra de iaurt 0.1%, sare, arome, acidifiant (acid citric), conservant (sorbat de potasiu).","Contine gluten din grau, ou, lapte, soia. Poate contine urme de arahide si alune."
"Baton de ciocolata cu nuga, caramel si arahide 50g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-de-ciocolata-cu-nuga-caramel-si-arahide-50g/p/21819,23 g/100 g,481 kcal/100 g,61 g/100 g,N/A,0.63 g/100 g,8.6 g/100 g,7.9 g/100 g,"Zahar, sirop de glucoza, ARAHIDE, LAPTE praf degresat, unt de cacao, masa de cacao, ulei de floarea soarelui, LACOTZA, grasimi din LAPTE, pudra de zer (din LAPTE), grasime de palmier, sare, emulsificator (lecitina din SOIA), pudra de albus de OU, proteine din LAPTE, extract natural de vanilie.","Arahide, lapte, soia, ou. Poate contine aluna."
Prajitura cu crema de alune 35g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Prajituri-si-rulade/Prajitura-cu-crema-de-alune-35g/p/87350,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Covrigei cu vin alb 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Covrigei-si-mixuri/Covrigei-cu-vin-alb-100g/p/85955,14.1 g/100 g,434 kcal/100 g,65 g/100 g,5.1 g/100 g,2 g/100 g,9.2 g/100 g,6.4 g/100 g,"Faina alba de GRAU 650 (origine: Romania), apa, ulei vegetal de palmier, vin alb 12% (origine: Romania), zahar, seminte de SUSAN, sare marina iodata decor, sare iodata, drojdie.",Contine: gluten si seminte de susan.
Batoane de ciocolata cu lapte 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Batoane-de-ciocolata-cu-lapte-100g/p/3636,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Napolitane cu crema de lamaie 170g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Napolitane/Napolitane-cu-crema-de-lamaie-170g/p/12462,N/A,N/A,N/A,N/A,0.22 g/100 g,4.8 g/100 g,13 g/100 g,"Zahar, faina alba de GRAU, grasime vegetala (ulei de palmier, ulei de shea), dextroza, faina de SOIA, amidon de porumb, sare de mare, agent de afanare (bicarbonat de sodiu, corector de aciditate (acid citric), emulsifiant (lecitina din SOIA), pudra de lamaie deshidratata (0.01%), arome.","Soia, grau. Poate contine urme de arahide si fructe cu coaja lemnoasa."
Croissant cu crema de cacao 110g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Croissant/Croissant-cu-crema-de-cacao-110g/p/11385,28 g/100 g,456 kcal/100 g,44 g/100 g,N/A,0.45 g/100 g,6 g/100 g,14 g/100 g,"Aluat: faina de grau, uleiuri vegetale (ulei de palmier, ulei de floarea soarelui, ulei de seminte de bumbac, ulei de rapita), stabilizator (mono si digliceride ale acizilor grasi), zahar, sirop de glucoza-fructoza, drojdie, sare iodata, corecto de aciditate (acid citric), vanilina, conservant (propionat de calciu 0.1%). Umplutura de cacao (28%): ulei de palmier, sirop de glucoza, zahar, pudra de cacao cu continut redus de grasime 7%, lapte praf degresat, alcool etilic, emulsifiant (esteripoliglicerici ai acizilor grasi), vanilina, agent gelatinizant (alginara de sodiu), conservant (sorbat de potasiu 0.1%).","Grau, lapte. Produs intr-o fabrica care foloseste ca materii prime: oua, nuci, soia."
"Biscuiti cu cereale integrale, cacao si bucatele de ciocolata 300g",https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Biscuiti-simpli/Biscuiti-cu-cereale-integrale-cacao-si-bucatele-de-ciocolata-300g/p/68996,14 g/100 g,433 kcal/100 g,65 g/100 g,6.9 g/100 g,0.59 g/100 g,7.7 g/100 g,3.6 g/100 g,"Cereale 56.6% (cereale integrale 38.5% (faina integrala de GRAU 19.4%, fulgi de OVAZ 8.5%, faina integrala de ORZ 6.2%, faina integrala de SECARA 3.4%, faina integrala de GRAU SPELT 1%), faina de GRAU 18.1%)), zahar, bucatele de ciocolata 12.3% (zahar, masa de cacao, uleiuri vegetale (palmier, shea in diferite proportii), dextroza, unt de cacao, emulsifiant (lecitine din SOIA)), ulei de rapita, cacao cu continut redus de grasime 3%, amidon din GRAU, agenti de afanare (carbonati de amoniu, difosfasti, carbonati de sodiu), minerale (carbonat de calciu, carbonat de magneziu, fier elementar), emulsifianti (E492, lecitine din SOIA, E472e), sare, LAPTE praf degresat, arome.","Contine gluten, soia si lapte. Poate contine ou, seminte de susan si fructe cu coaja lemnoasa."
Covrigi de Buzau 250g,https://www.mega-image.ro/Dulciuri-si-snacks/Popcorn-covrigei-si-pufuleti/Covrigei-si-mixuri/Covrigi-de-Buzau-250g/p/66430,4.98 g/100 g,418 kcal/100 g,77.36 g/100 g,N/A,N/A,11.24 g/100 g,N/A,"Faina alba de grau, apa, grasimi vegetale nehidrogenate, zahar, sare iodata, drojdie.",Contin gluten.
Ciocolata cu lapte si arahide 90g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-si-arahide-90g/p/89853,32 g/100 g,535 kcal/100 g,52 g/100 g,4.1 g/100 g,0.14 g/100 g,8.2 g/100 g,N/A,"Zahar, arahide (18%), grasime vegetala (palmier, Shea), zer praf (din lapte), cacao cu continut redus de grasime, emulsiicatori (lecitina din soia, E476, lecitina din floarea soarelui), lapte praf degresat ( 0.8%), aroma.Tableta cu lapte contine substanta uscata de cacao 8% minimum.",Poate contine varietati similare de nuci.
Praline cu ciocolata si crema de menta 200g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-cu-ciocolata-si-crema-de-menta-200g/p/63150,12.9 g/100 g,428 kcal/100 g,74.1 g/100 g,2.8 g/100 g,0.03 g/100 g,2.1 g/100 g,7.4 g/100 g,"zahar, masa de cacao, sirop de glucoza, unt de cacao, grasime din lapte, lapte praf degresat, zer praf (din lapte), stabilizator (invertaza), emulgator (lecitine), ulei vegetal de menta, sare, acidifiant (acid citric). Ciocolata contine substanta uscata de cacao: 50% minim.",Contine produse derivate din lapte.
Baton de ciocolata cu stafide si rom 45g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-de-ciocolata-cu-stafide-si-rom-45g/p/97697,18 g/100g,440 kcal/100g,67 g/100g,N/A,<0.01 g/100 g,2.0 g/100g,10 g/100 gg,"Umplutura 82% (zahar, sirop de glucoza, grasime vegetala hidrogenata (palmier, SOIA, rapita, shea), pudra de cacao cu continut redus de grasime, stafide 1%, alcool etilic rafinat de origine agricola, derivat din zer pudra (LAPTE), grasime vegetala partial hidrogenata ?SOIA, palmier, rapita, shea), emulemulsifianti (lecitina din SOIA, E476), arome, rom 0.1%?, glazura de cacao 18% ?zahar, grasime vegetala hidrogenata (palmier, SOIA, rapita, shea), pudra de cacao cu continut redus de grasime 2.8%,emulsifianti (lecitina din SOIA, E476), aroma. Continut de cacao (in invelis): min 15.5%.","Contine: soia si lapte. Poate contine urme de arahide, fructe cu coaja lemnoasa, gluten si oua."
Prajitura cu crema rom 35g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Prajituri-si-rulade/Prajitura-cu-crema-rom-35g/p/28831,22.0 g/100 g,431 kcal/100 g,53.0 g/100 g,N/A,0.42 g/100 g,3.9 g/100 g,12.0 g/100 g,"Zahar, uleiuri vegetale rafinate (floarea soarelui, rapita, palmier), grasime vegetala partial hidrogenata (palmier), faina de GRAU, grasime vegetala partial hidrogenata (palmier, SOIA, rapita, shea), sirop de glucoza, derivat din zer pudra (din LAPTE), pudra de cacao cu continut redus de grasime 6.2%, OUA, sirop de glucoza-fructoza, agenti de umezire (sorbitol, glicerina), alcool etilic rafinat de origine agricola, LAPTE praf degresat, LAPTE praf integral 0.3%, agenti de afanare (difosfat disodic, carbonat acid de sodiu), emulsifianti (esteri poliglicerici ai acizilor grasi, lecitina din SOIA, poliricinoleat de poliglicerina), rom 0.1%, arome, sare, conservant (sorbat de potasiu).","Grau, soia, oua, lapte. Poate contine urme de arahide si fructe cu coaja lemnoasa."
"Seminte coapte de floarea soarelui, fara sare 100g",https://www.mega-image.ro/Dulciuri-si-snacks/Seminte-alune-si-fructe-uscate/Seminte/Seminte-coapte-de-floarea-soarelui-fara-sare-100g/p/90550,34.91 g/100 g,545 kcal/100 g,39.47 g/100 g,N/A,N/A,18.3 g/100 g,3.35 g/100 g,Seminte de floarea soarelui.,N/A
Ou de ciocolata cu surprize 20g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Alte-tipuri-de-ciocolata/Ou-de-ciocolata-cu-surprize-20g/p/55852,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Croissant crema de alune 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Croissant/Croissant-crema-de-alune-80g/p/5445,29 g/100 g,469 kcal/100 g,44 g/100 g,2 g/100 g,0.45 g/100 g,7 g/100 g,N/A,"Aluat: faina de grau, uleiuri vegetale (ulei de palmier, ulei de floarea-soarelui, ulei din seminte de bumbac, ulei de rapita), zahar, emulsifiant (mono- si digliceride ale acizilor grasi), sirop de glucoza-fructoza, drojdie, sare iodata, vanilina, conservant (propionat de calciu 0.1%). Umplutura de arahide 20% (zahar, ulei de palmier, pasta de arahide 25%, lapte praf degresat, emulsifianti (lecitina de soia, mono- si digliceride ale acizilor grasi), sare iodata, arome, vanilina), conservant(sorbat de potasiu 0.2%)).","Contine: gluten (grau), arahide, soia si lapte. Produs intr-o fabrica in care se mai utilizeaza oua si nuci."
Prajitura cu ciocolata 150g,https://www.mega-image.ro/Dulciuri-si-snacks/Napolitane-biscuiti-si-prajituri/Prajituri-si-rulade/Prajitura-cu-ciocolata-150g/p/70018,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ciocolata cu lapte cu umplutura fina de lapte si cereale 23.5g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Ciocolata-cu-lapte-cu-umplutura-fina-de-lapte-si-cereale-23-5g/p/66024,33.8 g/100 g,561 kcal/100 g,54.9 g/100 g,N/A,0.275 g/100 g,8.6 g/100 g,N/A,"Ciocolata cu lapte 33.5% (zahar, unt de cacao, lapte praf integral, masa de cacao, emulgator: lecitina (soia), vanilina), zahar, lapte praf degresat, grasime vegetala, cereale expandate 7.5% (orz, orez, grau imbracat, hrisca), unt deshidratat, emulgator: lecitina (soia), vanilina. Substanta uscata de cacao minim 30% in ciocolata cu lapte. Total lapte in substanta uscata a 30.5%.","Contine: lapte, soia si gluten."
