Product name,link,nutritional_info/Grasimi,nutritional_info/Valoare energetica,nutritional_info/Glucide,nutritional_info/Fibre,nutritional_info/Sodiu,nutritional_info/Proteine,nutritional_info/Grasimi saturate,Ingrediente,Alergeni
Ciocolata cu lapte si alune intregi 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-si-alune-intregi-100g/p/68999,36 g/100 g,556 kcal/100 g,49 g/100 g,3.3 g/100 g,0.30 g/100 g,8.1 g/100 g,15 g/100 g,"Zahar, ALUNE de padure (20%), unt de cacao, LAPTE praf degresat, masa de cacao, zer praf (LAPTE), grasime din LAPTE, emulsifiant (lecitina din SOIA), pasta de ALUNE de padure, aroma naturala. Ciocolata cu lapte alpin contine substanta uscata de cacao: 30% minimum.","Contine: alune de padure, lapte si soia. Poate contine alte fructe cu coaja lemnoasa si grau."
Ciocolata amaruie 75% cacao 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-amaruie-75-cacao-80g/p/37532,48 g/100 g,591 kcal/100 g,25 g/100 g,N/A,0.02 g/100 g,7.8 g/100 g,29 g/100 g,"Masa de cacao, zahar, unt de cacao, cacao pudra, emulsifiant (lecitine (contine SOIA), aorma de vanilie naturala. Substanta uscata de cacao in ciocolata 75% minimum.","Soia. Poate contine urme de fructe cu coaja lemnoasa, gluten si lapte."
"Baton de ciocolata alba cu crema de caramel sarat, rom si arahide 44g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-de-ciocolata-alba-cu-crema-de-caramel-sarat-rom-si-arahide-44g/p/13172,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Napolitana cu glazura de ciocolata si umplutura de lapte si alune 3x43g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Napolitana-cu-glazura-de-ciocolata-si-umplutura-de-lapte-si-alune-3x43g/p/54552,37.3 g/100 g,572 kcal/100 g,49.5 g/100 g,N/A,0.272 g/100 g,8.6 g/100 g,17.3 g/100 g,"Ciocolata cu LAPTE 31.5% (zahar, unt de cacao, masa de cacao, LAPTE praf degresat, UNT deshidratat, emulgator (lecitina din SOIA), vanilina), zahar, ulei de palmier, faina de GRAU, ALUNE (10.8%), LAPTE praf degresat (8.5%), LAPTE praf integral (5.5%), ciocolata 1.5% (zahar, masa de cacao, unt de cacao, emulgator (lecitina din SOIA), vanilina), cacao degresata pudra, emulgator (lecitina din SOIA), agenti de afanare (bicarbonat de sodiu, bicarbonat de amoniu), sare, vanilina.","Contine: lapte, gluten, alune si soia."
Ciocolata alba 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-alba-100g/p/38851,33 g/100 g,555 kcal/100 g,59 g/100 g,N/A,0.25 g/100 g,5.50 g/100 g,20 g/100 g,"Zahar, unt de cacao, LAPTE praf degresat, LAPTe praf integral, SMANTANA pudra, ZER pudra dulce, LACTOZA, grasime din LAPTe, emulsifiant: lecitine (SOIA), extract de vanilie.","LAPTE, SOIA. Poate contine urme de CEREALE CARE CONTIN GLUTEN, ARAHIDE, FRUCTE CU COAJA LEMNOASA."
Ciocolata cu crema de menta 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-crema-de-menta-100g/p/19657,16 g/100 g,444 kcal/100 g,72 g/100 g,N/A,0.03 g/100 g,2.2 g/100 g,8.4 g/100 g,"Zahar, masa de cacao, apa, sirop de glucoza, grasime de rapita (partial hidrogenata), unt de cacao, amidon modificat din cartofi, emulsifiant: lecitine din floarea-soarelui, ulei de menta.","Poate contine urme de fructe cu coaja lemnoasa, arahide, soia, oua, lapte si cereale care contin gluten."
Bomboane umplute cu rom si cocos 175g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Bomboane-umplute-cu-rom-si-cocos-175g/p/76169,23 g/100 g,492 kcal/100 g,61 g/100 g,N/A,0.17 g/100 g,4.9 g/100 g,15 g/100 g,"Zahar, unt de cacao, LAPTE praf integral, masa de cacao, ZER praf dulce, rom 4%, nuca de cocos rasa 4%, fulgi de OVAZ, arome, emulsifiant: lecitina din SOIA, agenti de glazura: guma arabica, serlac, sirop de glucoza-fructoza, gelatina, amidon din GRAU.","Contine: lapte, gluten si soia. Poate contine urme de alune."
Ciocolata cu lapte alpin cu interior din ciocolata alba aerata 95g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-alpin-cu-interior-din-ciocolata-alba-aerata-95g/p/94035,30 g/100 g,535 kcal/100 g,60 g/100 g,1.2 g/100 g,0.37 g/100 g,5.5 g/100 g,17 g/100 g,"Zahar, unt de cacao, LAPTE praf degresat, zer praf (din LAPTE), masa de cacao, grasime din LAPTE, emulsificatori (lecitina din SOIA, E476), pasta de ALUNE de padure, aroma naturala. Ciocolata cu lapte alpin contine substanta uscata de cacao 30% minimum.","Contine: alune de padure, lapte si soia. Poate contine grau."
"Praline cu alune, nuga si caramel acoperite cu ciocolata 125g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Praline-cu-alune-nuga-si-caramel-acoperite-cu-ciocolata-125g/p/3236,28.8 g/100 g,522 kcal/100 g,59.0 g/100 g,N/A,0.26 g/100 g,6.0 g/100 g,12.7 g/100 g,"Zahar, grasimi vegetale (palmier, shea), ALUNE, sirop de glucoza, LAPTE praf degresat, agent de umezire: sirop de sorbitol, masa de cacao, LAPTE degresat condensat, ZER condensat, LACTOZA, cacao cu continut scazut de grasimi, unt de cacao, grasimi din UNT, sirop de trestie de zahar, produse din ZER, emulsifiant: lecitine (SOIA), sare, arome.","Contine: alune, lapte si soia. Poate contine bucati de migdale, arahide si alte fructe in coaja."
Napolitana glazurata cu ciocolata alba 39g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Napolitana-glazurata-cu-ciocolata-alba-39g/p/65029,35.9 g/100 g,571 kcal/100 g,52.6 g/100 g,1 g/100 g,0.130 g/100 g,8.8 g/100 g,N/A,"Ciocolata alba 28% (unt de cacao, zahar, lapte praf degresat, unt deshidratat, emulgator: lecitina (soia), vanilina), uleiuri vegetale, zahar, faina de grau, lapte praf degresat, lapte praf integral, alune(5%), zer pudra, amidon de grau, cacao degresata pudra, proteine din lapte, emulgator: lecitina (soia), agenti de afanare (carbonati de amoniu, bicarbonat de sodiu), masa de cacao, unt de cacao, arome, sare. Total lapte in substanta solida uscata: 21.5%.","Contine: lapte, alune, soia si gluten (grau)."
"Baton de ciocolata cu caramel, crema de rom si arahide 29g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-de-ciocolata-cu-caramel-crema-de-rom-si-arahide-29g/p/98206,30 g/100 g,521 kcal/100 g,56 g/100 g,N/A,0.25 g/100 g,5.6 g/100 g,16 g/100 g,"Zahar, grasime vegetala (palmier, shea), caramel 11.8% (sirop de glucoza, sirop de glucoza-fructoza, grasime vegetala (palmier, rapita), zahar, LAPTE praf integral, grasime din LAPTE, zer pudra (LAPTE), sare, stabilizatori (monostearat de glicerina, bicarbonat de sodiu), aroma, apa), masa de cacao, unt de cacao, LAPTE praf degresat, zer praf (LAPTE), LAPTE praf integral, ARAHIDE prajite 2.3%, pudra de cacao cu continut redus de grasime, derivat din zer pudra (din LAPTE), grasime din LAPTE, agent de umezire (sorbitol), pudra de frisca (din LAPTE), rom 0.1%, emulsifianti (lecitina din SOIA, poliricinoleat de poliglicerina), arome.","Contine lapte, soia si arahide."
Ciocolata amaruie 65% cacao 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-amaruie-65-cacao-80g/p/8387,39.5 g/100 g,559 kcal/100 g,37.5 g/100 g,11 g/100 g,0.03 g/100 g,7.1 g/100 g,N/A,"Masa de cacao, zahar, unt de cacao, emulsifiant (lecitina din soia), aroma.",Soia. Poate contine varietati similare de nuci.
Ciocolata cu cafea si frisca 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-cafea-si-frisca-100g/p/90851,35.4 g/100 g,558 kcal/100 g,51.1 g/100 g,N/A,0.24 g/100 g,8.3 g/100 g,21.5 g/100 g,"Zahar, unt de cacao, frisca praf (11,4%), lapte praf integral (11%), masa de cacao, produse din zer, lactoza, cafea, grasimi din unt praf, emulsificator: lecitina din soia, sare, extract de vanilie.","Frisca, lapte, zer, lactoza, unt, soia. Poate contine bucati de alune, migdaleaja. Ciocolata cu lapte contine substanta uscata de cacao 33% minimum. Ciocolata alba contine substanta uscata de cacao 28% minimum."
Ciocolata cu lapte cu arahide si stafide 90g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-cu-arahide-si-stafide-90g/p/89856,27 g/100 g,500 kcal/100 g,58.5 g/100 g,3.4 g/100 g,0.14 g/100 g,5.3 g/100 g,N/A,"Zahar, arahide (7%), stafide (10%), grasime vegetala (palmier, Shea), zer praf (din lapte), cacao cu continut redus de grasime, emulsiicatori (lecitina din soia, E476, lecitina din floarea soarelui), lapte praf degresat ( 0.8%), aroma.Tableta cu lapte contine substanta uscata de cacao 8% minimum.",Poate contine varietati similare de nuci.
"Napolitane cu crema de lapte, alune de padure si caramel 40g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Napolitane-cu-crema-de-lapte-alune-de-padure-si-caramel-40g/p/27098,31.8 g/100 g,535 kcal/100 g,52.3 g/100 g,N/A,0.35 g/100 g,8.4 g/100 g,14.4 g/100 g,"Zahar, ALUNE de padure (14.8%), grasimi vegetale (palmier, shea), sirop de glucoza, LAPTE praf integral (6.2%), unt de cacao, LAPTE praf degresat (5.5%), LAPTE concentrat degresat, faina de GRAU (3.9%), masa de cacao, faina de GRAU integral (2%), cacao, agent de umezire: sirop de sorbitol, LAPTE acru praf, LACTOZA, ulei de UNT, SMANTANA, ZER concentrat, UNT, ZER praf, emulsifiant: lecitine (contine SOIA), sare, amidon din GRAU, cacao cu continut redus de grasime, SMANTANA praf, zahar din trestiede zahar, arome naturale, agent de afanare: carbonat acid de sodiu, stabilizator: caragenan, ARAHIDE macinate, aroma de vanilie naturala.","Contine lapte, alune de padure, gluten si soia. Poate contine bucati de migdale, alte fructe cu coaja lemnoasa si oua."
Baton ciocolata crema de rom 50g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-ciocolata-crema-de-rom-50g/p/32728,23 g/100 g,473 kcal/100 g,61 g/100 g,N/A,0.01 g/100 g,3.1 g/100 g,N/A,"Zahar, grasime vegetala hidrogenata, pudra de cacao cu continut redus de grasime, masa de cacao, sirop de glucoza, agent de umezire (sirop de sorbitol), alcool etilic rafinat, zer praf, LAPTE praf degresat, rom (0.1%), stabilizator (invertaza), emulgator (lecitina din SOIA), arome. Contine cacao (in invelis): min. 22%. Continut de alcool: max. 1.6%.","Lapte, soia. Poate contine urme de arahide, fructe cu coaja lemnoasa, gluten, oua, cocos."
Ciocolata cu 40% cacao si coaja de portocala confiata 80g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-40-cacao-si-coaja-de-portocala-confiata-80g/p/46995,30 g/100 g,536 kcal/100 g,60 g/100 g,N/A,0.03 g/100 g,3.7 g/100 g,19 g/100 g,"Zahar, masa de cacao, unt de cacao, coji de portocale confiate 2.5% (coji de portocale, zahar, sirop de glucoza-fructoza, corector de aciditate (acid citric)), grasime vegetala (palmier, shea), emulsifianti (lecitina din SOIA, poliricinoleat de poliglicerina), arome. Ciocolata contine substanta uscata de cacao min.40%. Ciocolata contine si alte grasimi vegetale pe langa untul de cacao.","Soia. Poate contine urme de arahide, fructe cu coaja lemnoasa, lapte, gluten, ou."
Ciocolata 90% cacao 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-90-cacao-100g/p/51246,55 g/100 g,592 kcal/100 g,14 g/100 g,N/A,0.03 g/100 g,10 g/100 g,30 g/100 g,"Masa de cacao, unt de cacao, cacao pudra cu continut redus de grasime, zahar, vanilie.","Poate contine alune de padure, alte fructe cu coaja lemnoasa, lapte si soia."
Bile cu miere 235g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Bile-cu-miere-235g/p/26904,21 g/100 g,409 kcal/100 g,49 g/100 g,N/A,0.55 g/100 g,6.2 g/100 g,13 g/100 g,"LAPTE condensat indulcit cu cacao (LAPTE, zahar, sirop de glucoza, cacao cu continut redus de grasime), margarina (ulei de palmier, apa, ulei de cocos hidrogenat complet, ulei de rapita, emulgator (mono si digliceride ale acizilor grasi, lecitina din floarea-soarelui), sare, regulator de aciditate (acid citric), arome), faina de GRAU imbogatita (faina de GRAU, fumarat feros, niacina, acid folic, vitamina B1, vitamina B2), zahar, melanj de OUA, miere 3.3%, NUCSOARA 1.6%, apa, agent de afanare (sooda alimentara, dihidrogenfosfat de sodiu), sirop de zahar caramelizat, amidon de porumb, praf de GALBENUS, GALBENUS, otet, sare, aroma (etilvanilina), emulgator (lecitina de SOIA), aroma naturala (vanilie, NUCSOARA), scortisoara.","Contine lapte, gluten, oua, nucsoara si soia."
"Specialitati crocante de napolitana, cu alune si ciocolata cu lapte 100g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Specialitati-crocante-de-napolitana-cu-alune-si-ciocolata-cu-lapte-100g/p/20820,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Baton de ciocolata cu lapte, caramel si nuga 70g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-de-ciocolata-cu-lapte-caramel-si-nuga-70g/p/30040,16.6 g/100 g,448 kcal/100 g,70.1 g/100 g,N/A,0.42 g/100 g,4 g/100 g,8.3 g/100 g,N/A,"Lapte, soia, orz. Poate contine arahida, aluna."
Ciocolata cu martipan 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-martipan-100g/p/3758,27 g/100 g,496 kcal/100 g,52 g/100 g,N/A,0.01 g/100 g,7 g/100 g,11 g/100 g,"Zahar, masa de cacao, MIGDALE 16%, unt de cacao (9 %), sirop de zahar invertit, emulsifiant: lecitina din SOIA, agent de umezire: invertaza.","Contine soia. Poate contine urme de arahide, alte fructe cu coaja lemnoasa, cereale care contin gluten, lapte si oua."
Baton de ciocolata cu lapte 21.5g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-de-ciocolata-cu-lapte-21-5g/p/3691,16.9 g/100 g,454 kcal/100 g,71.3 g/100 g,N/A,0.53 g/100 g,3.7 g/100 g,N/A,"Zahar, sirop de glucoza, lapte praf degresat, unt de cacao, grasime de palmier, masa de cacao, grasimi din lapte , lactoza, pudra de zer (din lapte), extract de malt din orz, sare, emulsificator (lecitina din soia), pudra de albus de ou, proteine hidrolizate din lapte, extract natural de vanilie.",Poate contine: arahida.
Trufe de ciocolata cu lapte 200g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Trufe-de-ciocolata-cu-lapte-200g/p/39175,47 g/100 g,617 kcal/100 g,43 g/100 g,N/A,0.15 g/100 g,4.6 g/100 g,N/A,"Zahar, grasimi vegetale, unt de cacao, lapte praf integral, masa de cacao, lactoza, grasimi din unt, lapte praf degresat, emulgator: lecitina din soia, extract de malt din orz, arome. Ciocolata cu lapte contine substanta uscata de cacao 32% minimum, substanta uscata din lapte 20% minimum.",Poate contine urme de alune si migdale.
Baton de ciocolata cu lapte 21g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-de-ciocolata-cu-lapte-21g/p/66025,35 g/100 g,566 kcal/100 g,53.5 g/100 g,N/A,0.313 g/100 g,8.7 g/100 g,22.6 g/100 g,"Ciocolata cu LAPTE 40% (zahar, LAPTE praf integral, unt de cacao, masa de cacao, emulgator: lecitina (SOIA), vanilina), zahar, LAPTE praf degresat (18%), ulei de palmier, UNT deshidratat, emulgator: lecitina (SOIA), vanilina. Substanta uscata de cacao: min.30% in ciocolata cu lapte. Total lactate: 33%. Total constituenti cacao: 13%.",Contine lapte si soia.
Ciocolata cu alune si stafide 90g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-alune-si-stafide-90g/p/37687,26.0 g/100 g,501 kcal/100 g,60 g/100 g,2.7 g/100 g,0.23 g/100 g,5.6 g/100 g,N/A,"Zahar, stafide (14 %), unt de cacao, LAPTE praf degresat, ZER praf degresat ( din LAPTE), ALUNE DE PADURE maruntite 3.5%, grasimi vegetale (palmier, shea), grasime din LAPTE, emulsifianti (lecitine din SOIA, E476), aroma. Ciocolata cu lapte contine si alte grasimi vegetale pe langa untul de cacao. Ciocolata cu lapte contine substanta uscata de cacao 25 % minimum.","Contine lapte, alune, soia. Poate contine urme de arahide si varietati similare de nuci.14 g/100 g"
Ciocolata cu lapte alpin si crema de alune 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-alpin-si-crema-de-alune-100g/p/36066,34 g/100 g,549 kcal/100 g,53 g/100 g,2.8 g/100 g,0.32 g/100 g,7.5 g/100 g,16 g/100 g,"Zahar, unt de cacao, pasta de ALUNE de padure (13%), LAPTE praf degresat, masa de cacao, zer praf (LAPTE), grasime din LAPTE, emulsifiant (lecitina din SOIA), aroma. Ciocolata cu lapte alpin contine substanta uscata de cacao: 30% minimum.","Contine lapte, alune, soia. Poate contine urme de grau si varietati similare de nuci."
"Specialitati crocante de nuca de cocos, cu migdala intreaga in interior 80g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Specialitati-crocante-de-nuca-de-cocos-cu-migdala-intreaga-in-interior-80g/p/56018,48.6 g/100 g,628 kcal/100 g,38.3 g/100 g,N/A,0.305 g/100 g,7.2 g/100 g,29.7 g/100 g,"Nuca de cocos deshidratata (25.5%), grasime vegetale (palmier, shea), zahar, MIGDALA, (8%), LAPTE praf degresat, ZER praf, faina de GRAU, amidon de tapioca, emulgator (lecitina din SOIA), arome, agent de afanare (bicarbonat de sodiu), sare.","Contine: migdale, lapte, gluten si soia."
Ciocolata neagra 99% cacao 50g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-neagra-99-cacao-50g/p/6376,49 g/100 g,590 kcal/100 g,8 g/100 g,N/A,0.06 g/100 g,13.2 g/100 g,30 g/100 g,"Masa de cacao, cacao cu continut redus de grasime, unt de cacao, zahar Demerara.","Poate contine lapte, soia, si fructe in coaja tare."
Baton de ciocolata cu Oreo 37g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Baton-de-ciocolata-cu-Oreo-37g/p/28665,33 g/100 g,548 kcal/100 g,56 g/100 g,1.6 g/100 g,0.52 g/100 g,5.6 g/100 g,19 g/100 g,"Zahar, grasime vegetala de palmier, faina de GRAU, unt de cacao, LAPTE praf degresat, zer praf (LAPTE), masa de cacao, grasime din LAPTE, cacao cu continut redus de grasimi 1%), amidon din GRAU, emulsifianti (lecitina din SOIA, lecitina din floarea soarelui), agenti de afanare (carbonati de potasiu, carbonati de amoniu, carbonati de sodiu), sare, arome, pasta de ALUNE de padure, contine sirop de glucoza si/sau sirop de glucoza-fructoza. Crema cu LAPTE contine 7% LAPTE praf degresat.","Contine: lapte, alune de padure, soia si gluten."
Batoane B-ready 2x22g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Batoane/Batoane-B-ready-2x22g/p/27284,27 g/100 g,521 kcal/100 g,60.4 g/100 g,N/A,0.508 g/100 g,7.3 g/100 g,N/A,"Crema de alune de padure cu cacao 81.5% (zahar, ulei de palmier, alune de padure (13%), cacao degresata pudra (7.4%), lapte praf degresat (6.6%), zer praf, emulgator (lecitina soia), vanilina), napolitana 16% (faina de grau, drojdie, extract pudra de malt din orz, sare, lapte praf degresat, emulgator (lecitina din soia), proteine din grau, proteine din lapte), specialitati crocante de grau 2% (faina de grau, drojdie, extract pudra de malt din orz, sare, lapte praf degresat, emulgator (lecitina de soia), proteine din grau, proteine din lapte).","Lapte, alune, zer, soia, orz, lapte."
Ciocolata cu lapte alpin si continut ridicat de cacao 100g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Tablete/Ciocolata-cu-lapte-alpin-si-continut-ridicat-de-cacao-100g/p/75171,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trufe de ciocolata asortate 200g,https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Trufe-de-ciocolata-asortate-200g/p/92369,49 g/100 g,629 kcal/100 g,41 g/100 g,N/A,0.12 g/100 g,4.7 g/100 g,N/A,"Zahar, grasimi vegetale, unt de cacao, masa de cacao, lapte praf integral, lapte praf degresat, grasimi din unt, lactoza, alune, emulsificator: lecitina din soia, extract de malt din orz, arome: vanilie.","Ciocolata cu lapte contine substanta uscata de cacao 32% minimum, ciocolata amaruie contine substanta uscata de cacao 60% minimum. Poate contine urme de migdale."
"Specialitati crocante de nuca de cocos, cu migdala intreaga in interior 230g",https://www.mega-image.ro/Dulciuri-si-snacks/Ciocolata/Praline-si-bomboane/Specialitati-crocante-de-nuca-de-cocos-cu-migdala-intreaga-in-interior-230g/p/97003,48.3 g/100 g,627 kcal/100 g,38.6 g/100 g,N/A,0.267 g/100 g,7.4 g/100 g,29.50 g/100 g,"Nuca de cocos deshidratata 23.5%, zahar, ulei vegetal, grasime vegetala, migdala (8%), lapte praf degresat, zer praf, faina de grau, arome, emulgator: lecitina (soia), sare, agent de afanare (bicarbonat de sodiu).","Contine lapte, gluten si soia, migdala."
